,Date,Cases,Deaths,Recovered,Travel_history,Province,City
956,4/23/2020,10,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
957,4/23/2020,4,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
958,4/23/2020,55,0,0,Unknown,Baluchistan,Quetta
959,4/23/2020,14,1,3,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
960,4/23/2020,7,1,5,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
961,4/23/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
962,4/23/2020,0,0,6,Local - Social Contact,Khyber Pakhtunkhwa,Khyber
963,4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bohmand
964,4/23/2020,1,0,10,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
965,4/23/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
966,4/23/2020,3,0,10,Local - Social Contact,Khyber Pakhtunkhwa,Swat
967,4/23/2020,4,0,11,Local - Social Contact,Khyber Pakhtunkhwa,Buner
968,4/23/2020,3,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
969,4/23/2020,0,0,25,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
970,4/23/2020,4,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
971,4/23/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
972,4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
973,4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
974,4/23/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur
975,4/23/2020,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
976,4/23/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
977,4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
978,4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar
979,4/23/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan upper
980,4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower
981,4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pallas
982,4/23/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
983,4/23/2020,2,0,15,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
984,4/23/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
985,4/23/2020,2,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Karak
986,4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurrum
987,4/23/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
988,4/23/2020,0,0,11,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
989,4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
990,4/23/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan
991,4/23/2020,2,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan
992,4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank
993,4/23/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan
994,4/23/2020,23,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar
995,4/23/2020,8,0,0,International Passenger,Khyber Pakhtunkhwa,Peshawar
996,4/23/2020,177,2,115,Unknown,Punjab,Lahore
997,4/24/2020,10,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
998,4/24/2020,7,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
999,4/24/2020,243,2,24,Local - Social Contact,Sindh,Karachi
1000,4/24/2020,8,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad
1001,4/24/2020,1,0,0,Local - Social Contact,Sindh,Badin
1002,4/24/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
1003,4/24/2020,1,0,0,Local - Social Contact,Sindh,Tando Alahyar
1004,4/24/2020,14,0,0,Local - Social Contact,Sindh,Sukkur
1005,4/24/2020,1,0,0,Local - Social Contact,Sindh,Khairpur
1006,4/24/2020,3,0,0,Local - Social Contact,Sindh,Larkana
1007,4/24/2020,1,0,0,Local - Social Contact,Sindh,Kambar Shahdadkot
1008,4/24/2020,0,0,18,Unknown,Sindh,Hyderabad
1009,4/24/2020,49,2,0,Local - Social Contact,Baluchistan,Quetta
1010,4/24/2020,0,0,56,International Passenger,Khyber Pakhtunkhwa,Peshawar
1011,4/24/2020,66,4,7,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
1012,4/24/2020,4,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
1013,4/24/2020,4,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
1014,4/24/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
1015,4/24/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
1016,4/24/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
1017,4/24/2020,6,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
1018,4/24/2020,4,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
1019,4/24/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
1020,4/24/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
1021,4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
1022,4/24/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
1023,4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
1024,4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur
1025,4/24/2020,6,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
1026,4/24/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
1027,4/24/2020,84,3,20,Unknown,Punjab,Lahore
1028,4/25/2020,217,3,20,Local - Social Contact,Sindh,Karachi
1029,4/25/2020,13,0,0,Local - Social Contact,Sindh,Hyderabad
1030,4/25/2020,1,0,0,Local - Social Contact,Sindh,Badin
1031,4/25/2020,2,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad
1032,4/25/2020,6,0,0,Local - Social Contact,Sindh,Sanghar
1033,4/25/2020,1,0,0,Local - Social Contact,Sindh,Tando M. Khan
1034,4/25/2020,1,0,0,Local - Social Contact,Sindh,Tando Alahyar
1035,4/25/2020,2,0,0,Local - Social Contact,Sindh,Ghotki
1036,4/25/2020,12,0,0,Local - Social Contact,Sindh,Sukkur
1037,4/25/2020,17,0,0,Local - Social Contact,Sindh,Larkana
1038,4/25/2020,2,0,0,Local - Social Contact,Sindh,Kambar Shahdadkot
1039,4/25/2020,2,0,0,Local - Social Contact,Sindh,Mirpurkhas
1040,4/25/2020,11,0,0,Local - Social Contact,Sindh,Shikarpur
1041,4/25/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
1042,4/25/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
1043,4/25/2020,65,2,0,Unknown,Baluchistan,Quetta
1044,4/25/2020,41,4,7,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
1045,4/25/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
1046,4/25/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
1047,4/25/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
1048,4/25/2020,15,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
1049,4/25/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
1050,4/25/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
1051,4/25/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
1052,4/25/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
1053,4/25/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
1054,4/25/2020,1,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
1055,4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
1056,4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
1057,4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
1058,4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
1059,4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
1060,4/25/2020,2,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar
1061,4/25/2020,475,5,0,Unknown,Punjab,Lahore
1062,4/26/2020,12,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
1063,4/26/2020,340,3,48,Local - Social Contact,Sindh,Karachi
1064,4/26/2020,7,0,0,Local - Social Contact,Sindh,Hyderabad
1065,4/26/2020,1,0,8,Local - Social Contact,Sindh,Jamshoro
1066,4/26/2020,2,0,0,Local - Social Contact,Sindh,Badin
1067,4/26/2020,4,0,0,Local - Social Contact,Sindh,Naushero Feroz
1068,4/26/2020,2,0,0,Local - Social Contact,Sindh,Thatta
1069,4/26/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
1070,4/26/2020,2,0,6,Local - Social Contact,Sindh,Tando Alahyar
1071,4/26/2020,17,0,0,Local - Social Contact,Sindh,Sukkur
1072,4/26/2020,2,0,0,Local - Social Contact,Sindh,Khairpur
1073,4/26/2020,1,0,0,Local - Social Contact,Sindh,Larkana
1074,4/26/2020,1,0,0,Local - Social Contact,Sindh,Dadu
1075,4/26/2020,2,0,0,Local - Social Contact,Sindh,Matiari
1076,4/26/2020,1,0,0,Local - Social Contact,Sindh,Mirpurkhas
1077,4/26/2020,120,3,0,Unknown,Punjab,Lahore
1078,4/26/2020,71,5,0,Unknown,Khyber Pakhtunkhwa,Peshawar
1079,4/26/2020,60,1,0,Unknown,Baluchistan,Quetta
1080,4/26/2020,10,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
1081,4/26/2020,4,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
1082,4/27/2020,10,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
1083,4/27/2020,275,4,17,Local - Social Contact,Sindh,Karachi
1084,4/27/2020,12,0,0,Local - Social Contact,Sindh,Hyderabad
1085,4/27/2020,0,0,3,Local - Social Contact,Sindh,Jamshoro
1086,4/27/2020,0,0,1,Local - Social Contact,Sindh,Badin
1087,4/27/2020,0,0,6,Local - Social Contact,Sindh,Shaheed Benazirabad
1088,4/27/2020,0,0,1,Local - Social Contact,Sindh,Naushero Feroz
1089,4/27/2020,0,0,1,Local - Social Contact,Sindh,Sujawal
1090,4/27/2020,1,0,3,Local - Social Contact,Sindh,Thatta
1091,4/27/2020,0,0,2,Local - Social Contact,Sindh,Sanghar
1092,4/27/2020,0,0,2,Local - Social Contact,Sindh,Tando M. Khan
1093,4/27/2020,8,0,2,Local - Social Contact,Sindh,Ghotki
1094,4/27/2020,4,0,0,Local - Social Contact,Sindh,Sukkur
1095,4/27/2020,23,0,2,Local - Social Contact,Sindh,Khairpur
1096,4/27/2020,12,0,2,Local - Social Contact,Sindh,Larkana
1097,4/27/2020,3,0,10,Local - Social Contact,Sindh,Dadu
1098,4/27/2020,0,0,1,Local - Social Contact,Sindh,Umerkot
1099,4/27/2020,2,0,0,Local - Social Contact,Sindh,Matiari
1100,4/27/2020,1,0,0,Local - Social Contact,Sindh,Jacobabad
1101,4/27/2020,72,3,9,Unknown,Baluchistan,Quetta
1102,4/27/2020,3,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
1103,4/27/2020,51,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
1104,4/27/2020,6,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
1105,4/27/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur
1106,4/27/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
1107,4/27/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
1108,4/27/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
1109,4/27/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
1110,4/27/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
1111,4/27/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
1112,4/27/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower
1113,4/27/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper
1114,4/27/2020,9,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
1115,4/27/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram
1116,4/27/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram
1117,4/27/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
1118,4/27/2020,194,10,0,Local - Social Contact,Punjab,Lahore
1119,4/27/2020,2,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
1120,4/28/2020,16,0,0,Local - Social Contact,Islamabad Capital Territory,ISlamabad
1121,4/28/2020,187,5,0,Local - Social Contact,Punjab,Lahore
1122,4/28/2020,335,0,0,Local - Social Contact,Sindh,Karachi
1123,4/28/2020,10,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
1124,4/28/2020,176,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
1125,4/28/2020,6,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
1126,4/29/2020,36,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
1127,4/29/2020,234,3,0,Local - Social Contact,Punjab,Lahore
1128,4/29/2020,337,8,208,Local - Social Contact,Sindh,Karachi
1129,4/29/2020,9,0,0,Local - Social Contact,Sindh,Hyderabad
1130,4/29/2020,7,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad
1131,4/29/2020,14,0,0,Local - Social Contact,Sindh,Sukkur
1132,4/29/2020,13,0,0,Local - Social Contact,Sindh,Khairpur
1133,4/29/2020,13,0,0,Local - Social Contact,Sindh,Larkana
1134,4/29/2020,1,0,0,Local - Social Contact,Sindh,Dadu
1135,4/29/2020,7,0,0,Local - Social Contact,Sindh,Shikarpur
1136,4/29/2020,121,0,0,Local - Social Contact,Baluchistan,Quetta
1137,4/29/2020,3,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
1138,4/29/2020,153,8,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
1139,4/30/2020,16,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
1140,4/30/2020,279,3,0,Local - Social Contact,Punjab,Lahore
1141,4/30/2020,229,12,0,Local - Social Contact,Sindh,Karachi
1142,4/30/2020,5,0,0,Local - Social Contact,Sindh,Hyderabad
1143,4/30/2020,1,0,0,Local - Social Contact,Sindh,Jamshoro
1144,4/30/2020,1,0,0,Local - Social Contact,Sindh,Thatta
1145,4/30/2020,1,0,0,Local - Social Contact,Sindh,Naushero Feroz
1146,4/30/2020,4,0,0,Local - Social Contact,Sindh,Sanghar
1147,4/30/2020,3,0,0,Local - Social Contact,Sindh,Sukkur
1148,4/30/2020,6,0,0,Local - Social Contact,Sindh,Dadu
1149,4/30/2020,1,0,0,Local - Social Contact,Sindh,Matiari
1150,4/30/2020,1,0,0,Local - Social Contact,Sindh,Mirpurkhas
1151,4/30/2020,34,0,0,Local - Social Contact,Sindh,Shikarpur
1152,4/30/2020,2,0,0,Local - Social Contact,Sindh,Jacobabad
1153,4/30/2020,75,0,0,Local - Social Contact,Baluchistan,Quetta
1154,4/30/2020,6,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
1155,4/30/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
